poi_id,name,lat,lon,poi_group,poi_category,amenity,tourism,historic,leisure,geometry
5112750850,Derin Cafe,41.038688,28.944457,food,amenity:cafe,cafe,,,,POINT (28.944457 41.038688)
5113465237,Dersaadet,41.018417,28.952483,food,amenity:cafe,cafe,,,,POINT (28.952483 41.018417)
5112749757,Derviş Baba Kahvehanesi,41.033659,28.944255,food,amenity:cafe,cafe,,,,POINT (28.944255 41.033659)
5111215176,Dess cafe,41.007216,28.942269,food,amenity:cafe,cafe,,,,POINT (28.942269 41.007216)
9410434417,Değirmencioğlu,41.011497,28.969874,food,amenity:cafe,cafe,,,,POINT (28.969874 41.011497)
5081274094,Dilek Pastanesi,41.015057,28.951407,food,amenity:cafe,cafe,,,,POINT (28.951407 41.015057)
5243951429,Dirilish cafe,41.021641,28.944151,food,amenity:cafe,cafe,,,,POINT (28.944151 41.021641)
5113465013,Divan,41.018785,28.951254,food,amenity:cafe,cafe,,,,POINT (28.951254 41.018785)
5113465019,Diyar Cafe,41.018217,28.951823,food,amenity:cafe,cafe,,,,POINT (28.951823 41.018217)
5100825054,Dondurmacı Maraş,41.01892,28.93296,food,amenity:cafe,cafe,,,,POINT (28.93296 41.01892)
5107305897,Dostlar Çay Evi,41.008203,28.949104,food,amenity:cafe,cafe,,,,POINT (28.949104 41.008203)
5108843757,Dostlar Çay Evi,41.008392,28.974864,food,amenity:cafe,cafe,,,,POINT (28.974864 41.008392)
5088197324,Dostlar çay evi,41.000889,28.932438,food,amenity:cafe,cafe,,,,POINT (28.932438 41.000889)
5113598503,Doğan cafe,41.011287,28.939816,food,amenity:cafe,cafe,,,,POINT (28.939816 41.011287)
5107305903,Dua Cafe,41.008369,28.948222,food,amenity:cafe,cafe,,,,POINT (28.948222 41.008369)
5112834038,Dubai cafe,41.008016,28.951661,food,amenity:cafe,cafe,,,,POINT (28.951661 41.008016)
5112834036,Dubai cafe mini,41.007639,28.951643,food,amenity:cafe,cafe,,,,POINT (28.951643 41.007639)
5026474507,Durak Pub,41.01055,28.947516,food,amenity:cafe,cafe,,,,POINT (28.947516 41.01055)
5112834092,Durak cafe ve börek,41.008953,28.95258,food,amenity:cafe,cafe,,,,POINT (28.95258 41.008953)
5108836418,Duran Nargile Cafe,41.014071,28.975355,food,amenity:cafe,cafe,,,,POINT (28.975355 41.014071)
5113465014,Duvardibi,41.018501,28.951481,food,amenity:cafe,cafe,,,,POINT (28.951481 41.018501)
