poi_id,name,lat,lon,poi_group,poi_category,amenity,tourism,historic,leisure,geometry,nearest_edge_u,nearest_edge_v,nearest_edge_key,distance_to_edge_m
5111222070,Yemek salonu,41.008103,28.965218,food,amenity:restaurant,restaurant,,,,POINT (28.965218 41.008103),269722975,3278000381,0,1.8533861574167856
4881623724,Yeni Köşem Restaurant,41.004386,28.964624,food,amenity:restaurant,restaurant,,,,POINT (28.964624 41.004386),4776703738,10196506162,0,5.371501725519609
5076114618,Yesilkir pide bank,40.994142,28.925729,food,amenity:restaurant,restaurant,,,,POINT (28.925729 40.994142),1034388336,1034388382,0,2.0582498192982284
13467805192,Yeşilköy Tavuk&Tavuk,41.007307,28.953224,food,amenity:restaurant,restaurant,,,,POINT (28.953224 41.007307),10263288027,10263288028,0,3.858043926309691
5099040197,Yeşimin Mutfağından Ev Yemekleri,41.004016,28.944198,food,amenity:restaurant,restaurant,,,,POINT (28.944198 41.004016),2380754569,1058894004,0,8.228673578131396
5086061066,Yilmazlar Lokantasi,41.026056,28.955509,food,amenity:restaurant,restaurant,,,,POINT (28.955509 41.026056),1061753093,1061754409,0,3.906033230780992
5088190907,Yunca Büfe,41.004167,28.934761,food,amenity:restaurant,restaurant,,,,POINT (28.934761 41.004167),1036040555,1036040559,0,3.1990420412601597
5111223236,Yunus,41.007383,28.957163,food,amenity:restaurant,restaurant,,,,POINT (28.957163 41.007383),269723148,269723149,0,20.281348132675724
5106127817,Yuvam Restaurant,41.024532,28.941993,food,amenity:restaurant,restaurant,,,,POINT (28.941993 41.024532),1064222512,1064222620,0,11.744228036004321
5244805883,Yörem Et ve İskender Salonu,41.010738,28.973781,food,amenity:restaurant,restaurant,,,,POINT (28.973781 41.010738),311371043,311371049,0,0.7712080471718804
5088194872,Yörem urfa taş fırnı,41.003396,28.932497,food,amenity:restaurant,restaurant,,,,POINT (28.932497 41.003396),1036040786,1036041490,0,4.259177379025755
5081442452,Yücel Unlu Mamulleri,41.022529,28.959742,food,amenity:restaurant,restaurant,,,,POINT (28.959742 41.022529),1061754279,1061754083,0,6.081082935418501
5113557362,Yüksel Uygur,41.009967,28.945709,food,amenity:restaurant,restaurant,,,,POINT (28.945709 41.009967),10127897742,10127897732,1,14.764024344314748
5244807976,Yıldız Kebap,41.009265,28.96794,food,amenity:restaurant,restaurant,,,,POINT (28.96794 41.009265),3082166450,3082166467,0,2.9806273157585186
5113611443,Yıldız borek,41.027152,28.941309,food,amenity:restaurant,restaurant,,,,POINT (28.941309 41.027152),1064222260,1064222273,0,4.5774356534547636
5113486779,Yıldız saray,41.02635,28.939455,food,amenity:restaurant,restaurant,,,,POINT (28.939455 41.02635),1060490979,1060491381,0,6.558629055380666
5244811437,Yılmaz Köfte,41.012479,28.968126,food,amenity:restaurant,restaurant,,,,POINT (28.968126 41.012479),3370554233,3082166495,0,9.345836408872634
5100825074,Yılmaz Lokantası,41.021432,28.927219,food,amenity:restaurant,restaurant,,,,POINT (28.927219 41.021432),1059137006,1059137007,0,10.022007483447732
5108843748,Zamos Cafe and Restaurant,41.008412,28.974453,food,amenity:restaurant,restaurant,,,,POINT (28.974453 41.008412),275612067,13431435312,0,2.662988517178156
5243953356,Zeman alkheir,41.028045,28.946382,food,amenity:restaurant,restaurant,,,,POINT (28.946382 41.028045),1064222218,2371608870,0,8.403565673035397
7816100108,Zerina,41.023042,28.960955,food,amenity:restaurant,restaurant,,,,POINT (28.960955 41.023042),11511878761,12022588411,0,4.562931898144196
5075929055,Zeyr ve Zater,41.010192,28.947226,food,amenity:restaurant,restaurant,,,,POINT (28.947226 41.010192),1059240057,1059240066,0,11.376622615070291
5081442476,Zeyrek Cafe Restaurant,41.020547,28.958893,food,amenity:restaurant,restaurant,,,,POINT (28.958893 41.020547),1061753891,10929801377,0,21.380001537851548
6344766185,Ziya,41.013935,28.975718,food,amenity:restaurant,restaurant,,,,POINT (28.975718 41.013935),2379693988,3079738266,0,4.1413601820048775
5244801998,Ziya Baba Slow Food,41.003675,28.97199,food,amenity:restaurant,restaurant,,,,POINT (28.97199 41.003675),3075078795,2370366683,0,2.6354465163481287
5108843351,Ziya Dürüm Evi,41.010717,28.974597,food,amenity:restaurant,restaurant,,,,POINT (28.974597 41.010717),31678629,311371023,0,10.500057088389498
5108843593,Ziya Sark Sofrasi,41.010786,28.97753,food,amenity:restaurant,restaurant,,,,POINT (28.97753 41.010786),278366557,2379695100,0,7.629175695829659
5243945198,Ziya Şark Sofrası,41.01934,28.947618,food,amenity:restaurant,restaurant,,,,POINT (28.947618 41.01934),9023919976,1059851607,0,7.940986325312449
5111215132,Ziyada ev yemek,41.005622,28.937184,food,amenity:restaurant,restaurant,,,,POINT (28.937184 41.005622),2370778817,13477910374,0,8.78382878734621
12311485567,Ziyafet kuzu çevirme İstanbul,41.013691,28.977044,food,amenity:restaurant,restaurant,,,,POINT (28.977044 41.013691),13433994434,13433994435,0,4.046616996127367
